timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1716508983642,31,Delete Education,200,OK,Thread Group 1-60,text,true,,218,602,100,100,http://localhost:60190/profile/profile/deleteEducation,31,0,0
1716508983642,31,Delete Education,200,OK,Thread Group 1-5,text,true,,218,602,100,100,http://localhost:60190/profile/profile/deleteEducation,31,0,0
1716508983642,32,Delete Education,200,OK,Thread Group 1-38,text,true,,214,602,100,100,http://localhost:60190/profile/profile/deleteEducation,32,0,0
1716508983639,36,Delete Education,200,OK,Thread Group 1-9,text,true,,218,602,100,100,http://localhost:60190/profile/profile/deleteEducation,36,0,0
1716508983607,68,Delete Education,200,OK,Thread Group 1-3,text,true,,214,602,100,100,http://localhost:60190/profile/profile/deleteEducation,68,0,0
1716508983645,35,Delete Education,200,OK,Thread Group 1-94,text,true,,218,602,100,100,http://localhost:60190/profile/profile/deleteEducation,35,0,0
1716508983649,31,Delete Education,200,OK,Thread Group 1-52,text,true,,218,602,100,100,http://localhost:60190/profile/profile/deleteEducation,31,0,0
1716508983653,31,Delete Education,200,OK,Thread Group 1-2,text,true,,214,602,100,100,http://localhost:60190/profile/profile/deleteEducation,31,0,0
1716508983645,39,Delete Education,200,OK,Thread Group 1-89,text,true,,214,602,100,100,http://localhost:60190/profile/profile/deleteEducation,39,0,0
1716508983649,35,Delete Education,200,OK,Thread Group 1-32,text,true,,218,602,100,100,http://localhost:60190/profile/profile/deleteEducation,35,0,0
1716508983645,39,Delete Education,200,OK,Thread Group 1-100,text,true,,218,602,100,100,http://localhost:60190/profile/profile/deleteEducation,39,0,0
1716508983653,31,Delete Education,200,OK,Thread Group 1-73,text,true,,214,602,100,100,http://localhost:60190/profile/profile/deleteEducation,31,0,0
